cliente_id;regiao;canal_aquisicao;data_cadastro
658;Sul;Redes Sociais;2026-04-17
659;Sul;Email Marketing;2025-05-13
660;Sul;Organico;2025-06-01
661;Nordeste;Redes Sociais;2026-07-08
662;Nordeste;Marketing Pago;2025-07-24
663;Sul;Email Marketing;2025-05-08
664;Sudeste;Redes Sociais;2026-02-08
665;Sudeste;Email Marketing;2025-07-20
666;Norte;Indicacao;2025-05-25
667;Sudeste;Email Marketing;2024-10-20
668;Sudeste;Marketing Pago;2025-04-20
669;Nordeste;Organico;2026-02-03
670;Sudeste;Redes Sociais;2025-05-06
671;Sudeste;Redes Sociais;2026-03-24
672;Sudeste;Organico;2026-01-26
673;Sudeste;Organico;2024-11-11
674;Sudeste;Redes Sociais;2024-11-11
675;Nordeste;Organico;2026-02-15
676;Norte;Organico;2026-05-31
677;Centro-Oeste;Indicacao;2025-12-02
678;Nordeste;Indicacao;2025-05-22
679;Sudeste;Redes Sociais;2024-10-31
680;Nordeste;Organico;2024-09-08
681;Centro-Oeste;Organico;2025-01-28
682;Centro-Oeste;Organico;2025-09-11
683;Nordeste;Organico;2025-05-24
684;Centro-Oeste;Organico;2026-03-05
685;Sul;Email Marketing;2025-07-10
686;Sudeste;Email Marketing;2026-02-08
687;Sul;Indicacao;2024-12-16
688;Centro-Oeste;Marketing Pago;2025-02-14
689;Nordeste;Marketing Pago;2025-11-13
690;Sul;Redes Sociais;2024-08-15
691;Nordeste;Indicacao;2026-03-05
692;Nordeste;Organico;2026-04-18
693;Centro-Oeste;Indicacao;2025-10-12
694;Sul;Organico;2026-06-17
695;Sudeste;Email Marketing;2025-12-02
696;Sudeste;Organico;2025-04-25
697;Sudeste;Marketing Pago;2025-05-01
698;Norte;Marketing Pago;2026-03-10
699;Sudeste;Redes Sociais;2026-07-11
700;Sudeste;Redes Sociais;2025-11-20
701;Sudeste;Marketing Pago;2025-12-28
702;Centro-Oeste;Indicacao;2025-06-15
703;Nordeste;Redes Sociais;2025-05-30
704;Sudeste;Organico;2024-12-15
705;Sul;Marketing Pago;2026-04-13
706;Sudeste;Redes Sociais;2025-11-26
707;Nordeste;Indicacao;2025-03-12
708;Nordeste;Redes Sociais;2026-04-03
709;Centro-Oeste;Organico;2025-11-01
710;Sul;Marketing Pago;2026-03-01
711;Sudeste;Indicacao;2025-12-31
712;Sudeste;Marketing Pago;2025-01-16
713;Sudeste;Marketing Pago;2024-11-28
714;Nordeste;Redes Sociais;2025-12-14
715;Sudeste;Marketing Pago;2024-09-26
716;Sul;Marketing Pago;2025-11-11
717;Sul;Redes Sociais;2026-06-20
718;Nordeste;Redes Sociais;2025-09-10
719;Sudeste;Organico;2025-03-12
720;Sul;Organico;2025-07-19
721;Nordeste;Marketing Pago;2024-10-01
722;Centro-Oeste;Organico;2025-11-27
723;Sudeste;Marketing Pago;2024-12-17
724;Nordeste;Email Marketing;2026-05-24
725;Norte;Marketing Pago;2025-08-27
726;Sudeste;Email Marketing;2025-08-22
727;Sudeste;Redes Sociais;2026-06-09
728;Centro-Oeste;Organico;2025-07-23
729;Sudeste;Email Marketing;2025-09-07
730;Sul;Redes Sociais;2025-03-17
731;Nordeste;Indicacao;2025-06-02
732;Sul;Redes Sociais;2025-10-09
733;Sul;Indicacao;2025-04-11
734;Sul;Organico;2025-02-10
735;Centro-Oeste;Redes Sociais;2024-11-24
736;Sudeste;Redes Sociais;2026-04-22
737;Nordeste;Indicacao;2024-08-17
738;Sudeste;Organico;2026-04-01
739;Sudeste;Redes Sociais;2026-07-22
740;Centro-Oeste;Organico;2024-09-15
741;Sudeste;Organico;2025-03-11
742;Nordeste;Indicacao;2024-12-22
743;Sul;Organico;2026-03-13
744;Sudeste;Redes Sociais;2026-06-20
745;Nordeste;Organico;2024-12-25
746;Norte;Marketing Pago;2025-09-28
747;Sudeste;Organico;2026-03-29
748;Centro-Oeste;Email Marketing;2026-05-04
749;Nordeste;Redes Sociais;2024-09-18
750;Norte;Email Marketing;2026-06-19
751;Sudeste;Marketing Pago;2026-07-15
752;Sudeste;Organico;2025-08-21
753;Sudeste;Marketing Pago;2025-04-04
754;Nordeste;Marketing Pago;2026-07-26
755;Sudeste;Marketing Pago;2024-09-29
756;Sul;Email Marketing;2026-02-22
757;Sul;Marketing Pago;2025-04-19
758;Sudeste;Redes Sociais;2025-11-04
759;Nordeste;Organico;2025-02-12
760;Sudeste;Marketing Pago;2026-04-12
761;Sul;Indicacao;2025-02-09
762;Nordeste;Redes Sociais;2026-06-19
763;Sul;Marketing Pago;2025-07-07
764;Sudeste;Email Marketing;2025-03-05
765;Centro-Oeste;Email Marketing;2024-11-29
766;Nordeste;Indicacao;2025-04-06
767;Nordeste;Redes Sociais;2025-09-11
768;Centro-Oeste;Redes Sociais;2025-05-17
769;Sudeste;Marketing Pago;2025-08-03
770;Sudeste;Marketing Pago;2025-12-23
771;Sul;Indicacao;2025-11-24
772;Nordeste;Marketing Pago;2025-02-25
773;Sudeste;Marketing Pago;2026-02-28
774;Centro-Oeste;Redes Sociais;2024-08-17
775;Sudeste;Email Marketing;2026-03-17
776;Nordeste;Organico;2025-02-17
777;Sudeste;Marketing Pago;2025-04-09
778;Sul;Redes Sociais;2026-07-03
779;Sudeste;Indicacao;2025-12-14
780;Norte;Redes Sociais;2025-12-16
781;Sul;Redes Sociais;2025-07-27
782;Sudeste;Redes Sociais;2025-12-14
783;Sudeste;Indicacao;2026-05-20
784;Norte;Marketing Pago;2024-10-16
785;Centro-Oeste;Redes Sociais;2024-08-07
786;Sudeste;Indicacao;2025-03-25
787;Sudeste;Organico;2025-03-12
788;Sul;Marketing Pago;2026-04-25
789;Sul;Email Marketing;2025-12-08
790;Nordeste;Organico;2026-01-27
791;Sul;Organico;2026-01-25
792;Nordeste;Marketing Pago;2025-05-21
793;Sudeste;Indicacao;2026-06-22
794;Sudeste;Email Marketing;2025-01-31
795;Sudeste;Organico;2024-12-31
796;Sudeste;Redes Sociais;2025-04-16
797;Nordeste;Organico;2025-09-11
798;Sudeste;Email Marketing;2025-11-14
799;Sul;Email Marketing;2025-03-20
800;Sudeste;Indicacao;2024-10-22
801;Nordeste;Indicacao;2024-09-02
802;Sudeste;Marketing Pago;2026-02-17
803;Sul;Redes Sociais;2026-07-21
804;Sudeste;Marketing Pago;2025-10-19
805;Sul;Marketing Pago;2024-11-06
806;Centro-Oeste;Email Marketing;2025-03-24
807;Sudeste;Indicacao;2026-03-04
808;Sul;Organico;2024-10-16
809;Nordeste;Organico;2026-02-08
810;Sul;Organico;2025-06-19
811;Sudeste;Organico;2024-12-26
812;Nordeste;Redes Sociais;2025-09-12
813;Centro-Oeste;Organico;2026-03-01
814;Sudeste;Indicacao;2025-09-03
815;Nordeste;Marketing Pago;2025-08-29
816;Nordeste;Organico;2026-07-07
817;Nordeste;Marketing Pago;2025-07-21
818;Sudeste;Marketing Pago;2024-10-17
819;Sudeste;Indicacao;2026-04-02
820;Sudeste;Indicacao;2024-08-31
821;Sul;Indicacao;2025-11-05
822;Sul;Marketing Pago;2025-08-20
823;Sudeste;Redes Sociais;2026-06-08
824;Sudeste;Indicacao;2025-05-30
825;Nordeste;Redes Sociais;2024-10-24
826;Sudeste;Marketing Pago;2026-05-12
827;Sudeste;Marketing Pago;2025-08-05
828;Sudeste;Organico;2025-06-12
829;Sudeste;Indicacao;2024-11-13
830;Sudeste;Organico;2025-11-03
831;Sul;Marketing Pago;2024-11-14
832;Sudeste;Marketing Pago;2024-11-04
833;Sul;Indicacao;2025-08-30
834;Sudeste;Marketing Pago;2024-10-26
835;Nordeste;Redes Sociais;2025-04-06
836;Sul;Organico;2025-08-25
837;Sudeste;Organico;2025-05-02
838;Sul;Organico;2025-10-20
839;Sudeste;Organico;2024-10-18
840;Sudeste;Email Marketing;2026-05-03
841;Sul;Redes Sociais;2025-11-12
842;Sudeste;Marketing Pago;2025-09-10
843;Sudeste;Redes Sociais;2025-07-04
844;Sudeste;Marketing Pago;2026-05-29
845;Norte;Organico;2025-06-25
846;Sul;Redes Sociais;2025-12-04
847;Sudeste;Email Marketing;2025-06-23
848;Sudeste;Redes Sociais;2025-12-16
849;Norte;Indicacao;2025-06-30
850;Sudeste;Indicacao;2025-09-07
851;Sudeste;Email Marketing;2025-02-21
852;Sul;Marketing Pago;2026-06-30
853;Nordeste;Organico;2025-11-16
854;Centro-Oeste;Organico;2025-05-26
855;Nordeste;Organico;2025-09-23
856;Nordeste;Organico;2025-06-07
857;Sudeste;Redes Sociais;2025-10-08
858;Nordeste;Organico;2026-04-05
859;Sul;Marketing Pago;2026-01-01
860;Centro-Oeste;Indicacao;2025-10-03
861;Sul;Indicacao;2025-08-04
862;Nordeste;Indicacao;2026-04-01
863;Sul;Organico;2025-04-12
864;Nordeste;Marketing Pago;2026-05-25
865;Sul;Redes Sociais;2026-05-23
866;Nordeste;Marketing Pago;2025-07-06
867;Norte;Marketing Pago;2024-08-11
868;Sudeste;Organico;2026-01-14
869;Sul;Redes Sociais;2025-03-15
870;Sudeste;Marketing Pago;2026-06-27
871;Sul;Marketing Pago;2025-07-20
872;Norte;Marketing Pago;2025-05-30
873;Sudeste;Email Marketing;2024-11-27
874;Nordeste;Redes Sociais;2025-07-23
875;Sudeste;Marketing Pago;2025-02-28
876;Sul;Marketing Pago;2024-11-08
877;Sudeste;Redes Sociais;2025-06-23
878;Sudeste;Organico;2026-07-29
879;Sudeste;Indicacao;2026-05-26
880;Sudeste;Indicacao;2025-04-07
881;Sul;Redes Sociais;2025-07-05
882;Sul;Email Marketing;2025-03-26
883;Nordeste;Redes Sociais;2025-02-07
884;Sul;Marketing Pago;2024-08-30
885;Nordeste;Indicacao;2025-11-04
886;Sul;Marketing Pago;2026-07-23
887;Sudeste;Organico;2026-07-22
888;Nordeste;Organico;2024-11-13
889;Nordeste;Marketing Pago;2025-08-10
890;Sudeste;Marketing Pago;2025-04-26
891;Nordeste;Marketing Pago;2026-05-17
892;Sudeste;Marketing Pago;2025-09-06
893;Sul;Marketing Pago;2025-11-12
894;Sul;Indicacao;2026-07-24
895;Nordeste;Email Marketing;2026-03-28
896;Sudeste;Organico;2024-11-29
897;Sudeste;Organico;2025-08-18
898;Nordeste;Marketing Pago;2025-10-03
899;Sul;Redes Sociais;2025-10-08
900;Sudeste;Redes Sociais;2026-07-12
901;Centro-Oeste;Email Marketing;2025-01-25
902;Sul;Marketing Pago;2024-12-22
903;Sudeste;Indicacao;2026-04-27
904;Sudeste;Marketing Pago;2024-08-10
905;Sul;Organico;2025-08-29
906;Norte;Marketing Pago;2025-12-20
907;Sudeste;Marketing Pago;2026-07-29
908;Nordeste;Marketing Pago;2024-10-24
909;Sul;Indicacao;2025-03-14
910;Sudeste;Organico;2026-02-02
911;Sudeste;Indicacao;2026-03-03
912;Nordeste;Indicacao;2026-02-14
913;Sul;Redes Sociais;2025-05-02
914;Nordeste;Indicacao;2025-08-11
915;Sul;Indicacao;2025-10-26
916;Sul;Email Marketing;2024-11-13
917;Nordeste;Redes Sociais;2025-04-11
918;Sudeste;Email Marketing;2025-11-04
919;Sudeste;Indicacao;2024-10-29
920;Sudeste;Email Marketing;2025-03-31
921;Sudeste;Redes Sociais;2026-07-07
922;Sudeste;Redes Sociais;2026-05-10
923;Sudeste;Redes Sociais;2025-02-28
924;Nordeste;Indicacao;2026-03-07
925;Sudeste;Organico;2026-02-03
926;Sudeste;Email Marketing;2025-05-27
927;Sudeste;Organico;2026-01-09
928;Norte;Redes Sociais;2024-11-06
929;Sudeste;Indicacao;2025-09-26
930;Centro-Oeste;Email Marketing;2026-06-03
931;Sudeste;Indicacao;2025-04-13
932;Sudeste;Marketing Pago;2025-04-11
933;Nordeste;Redes Sociais;2025-12-15
934;Sudeste;Redes Sociais;2026-05-05
935;Sudeste;Marketing Pago;2026-05-11
936;Nordeste;Indicacao;2025-09-17
937;Sul;Organico;2025-08-13
938;Sul;Marketing Pago;2026-03-19
939;Sudeste;Indicacao;2024-11-04
940;Nordeste;Marketing Pago;2026-06-12
941;Nordeste;Indicacao;2026-01-30
942;Sudeste;Email Marketing;2025-03-05
943;Sul;Marketing Pago;2025-05-18
944;Sudeste;Redes Sociais;2026-03-03
945;Centro-Oeste;Indicacao;2026-06-30
946;Nordeste;Organico;2026-05-04
947;Nordeste;Marketing Pago;2024-12-06
948;Centro-Oeste;Organico;2025-11-11
949;Sudeste;Email Marketing;2025-02-24
950;Norte;Email Marketing;2026-05-28
951;Sudeste;Indicacao;2025-05-08
952;Sudeste;Marketing Pago;2024-10-24
953;Sudeste;Email Marketing;2025-01-17
954;Sudeste;Redes Sociais;2026-07-18
955;Nordeste;Marketing Pago;2024-11-02
956;Nordeste;Organico;2025-12-02
957;Sudeste;Redes Sociais;2026-01-14
958;Nordeste;Organico;2026-07-14
959;Sudeste;Organico;2025-10-07
960;Nordeste;Marketing Pago;2025-03-23
961;Sudeste;Redes Sociais;2024-11-13
962;Sudeste;Marketing Pago;2025-06-03
963;Sudeste;Indicacao;2024-12-15
964;Sul;Redes Sociais;2024-10-10
965;Sul;Organico;2026-05-28
966;Sudeste;Marketing Pago;2025-03-07
967;Sul;Organico;2025-09-26
968;Sul;Marketing Pago;2025-03-11
969;Sudeste;Organico;2024-12-05
970;Sul;Marketing Pago;2025-10-14
971;Sudeste;Organico;2025-05-11
972;Sul;Organico;2026-04-08
973;Sul;Redes Sociais;2026-07-09
974;Sudeste;Indicacao;2025-06-05
975;Sudeste;Redes Sociais;2025-02-10
976;Nordeste;Organico;2024-09-25
977;Nordeste;Indicacao;2025-04-03
978;Sul;Organico;2025-12-25
979;Sul;Organico;2024-08-13
980;Norte;Email Marketing;2024-12-14
981;Sudeste;Indicacao;2025-10-05
982;Sudeste;Redes Sociais;2025-11-26
983;Norte;Indicacao;2024-08-18
984;Sul;Organico;2025-03-09
985;Sudeste;Organico;2025-09-12
986;Sul;Redes Sociais;2025-12-27
987;Nordeste;Marketing Pago;2025-09-16
988;Sudeste;Marketing Pago;2026-04-23
989;Sudeste;Organico;2024-10-20
990;Sul;Organico;2025-01-07
991;Sul;Marketing Pago;2026-05-12
992;Nordeste;Redes Sociais;2026-05-21
993;Sudeste;Redes Sociais;2025-04-02
994;Sudeste;Organico;2025-10-19
995;Sudeste;Redes Sociais;2024-09-26
996;Sudeste;Redes Sociais;2025-01-27
997;Sudeste;Redes Sociais;2026-07-20
998;Sudeste;Marketing Pago;2025-07-22
999;Sul;Indicacao;2025-04-23
1000;Sudeste;Organico;2025-05-03
1001;Nordeste;Organico;2024-08-31
1002;Sudeste;Marketing Pago;2026-01-19
1003;Sudeste;Redes Sociais;2026-03-14
1004;Sul;Marketing Pago;2026-01-06
1005;Sudeste;Marketing Pago;2026-03-04
1006;Sudeste;Organico;2024-11-14
1007;Centro-Oeste;Redes Sociais;2024-11-27
1008;Sudeste;Marketing Pago;2024-09-15
1009;Centro-Oeste;Organico;2024-09-17
1010;Sul;Marketing Pago;2025-01-01
1011;Sudeste;Email Marketing;2024-09-06
1012;Sul;Email Marketing;2026-06-03
1013;Sudeste;Marketing Pago;2025-10-01
1014;Centro-Oeste;Marketing Pago;2024-10-19
1015;Sul;Organico;2026-06-21
1016;Centro-Oeste;Organico;2026-01-11
1017;Norte;Email Marketing;2024-10-10
1018;Centro-Oeste;Indicacao;2025-06-15
1019;Sudeste;Redes Sociais;2024-08-09
1020;Sudeste;Organico;2025-06-08
1021;Nordeste;Organico;2025-08-13
1022;Sul;Marketing Pago;2025-02-17
1023;Nordeste;Marketing Pago;2025-04-09
1024;Sudeste;Email Marketing;2024-08-25
1025;Sudeste;Marketing Pago;2026-07-12
1026;Centro-Oeste;Email Marketing;2024-08-02
1027;Nordeste;Marketing Pago;2025-06-11
1028;Sudeste;Marketing Pago;2025-04-01
1029;Sudeste;Email Marketing;2024-12-24
1030;Nordeste;Organico;2025-03-26
1031;Centro-Oeste;Marketing Pago;2026-07-19
1032;Centro-Oeste;Marketing Pago;2024-10-26
1033;Sul;Marketing Pago;2026-05-15
1034;Nordeste;Organico;2026-03-05
1035;Sudeste;Redes Sociais;2024-12-12
1036;Sudeste;Organico;2025-06-19
1037;Centro-Oeste;Marketing Pago;2025-07-01
1038;Sudeste;Organico;2024-10-16
1039;Centro-Oeste;Organico;2026-03-22
1040;Sudeste;Organico;2025-11-04
1041;Sul;Marketing Pago;2026-01-31
1042;Sudeste;Indicacao;2025-11-06
1043;Sudeste;Organico;2024-12-01
1044;Sudeste;Indicacao;2025-06-08
1045;Nordeste;Redes Sociais;2024-09-11
1046;Sudeste;Indicacao;2024-12-30
1047;Sudeste;Organico;2025-07-31
1048;Sudeste;Organico;2025-06-03
1049;Sudeste;Email Marketing;2024-09-01
1050;Norte;Indicacao;2026-02-21
1051;Nordeste;Organico;2025-11-17
1052;Sudeste;Indicacao;2024-12-03
1053;Sudeste;Indicacao;2025-03-16
1054;Sudeste;Indicacao;2025-08-17
1055;Nordeste;Email Marketing;2024-10-26
1056;Sul;Organico;2024-10-16
1057;Sudeste;Organico;2026-05-24
1058;Sudeste;Organico;2025-07-06
1059;Sudeste;Email Marketing;2024-09-21
1060;Sudeste;Redes Sociais;2025-09-09
1061;Sul;Marketing Pago;2025-10-11
1062;Sudeste;Organico;2025-02-08
1063;Sudeste;Marketing Pago;2024-12-31
1064;Sudeste;Redes Sociais;2025-04-09
1065;Sul;Marketing Pago;2026-02-15
1066;Sul;Organico;2025-08-28
1067;Sudeste;Organico;2026-01-21
1068;Sudeste;Email Marketing;2026-02-08
1069;Nordeste;Email Marketing;2025-08-03
1070;Sul;Indicacao;2025-07-19
1071;Centro-Oeste;Marketing Pago;2025-09-02
1072;Sudeste;Organico;2026-04-04
1073;Sudeste;Indicacao;2025-05-15
1074;Sudeste;Email Marketing;2026-01-25
1075;Sudeste;Redes Sociais;2025-03-27
1076;Norte;Organico;2026-06-04
1077;Sudeste;Marketing Pago;2024-09-27
1078;Nordeste;Email Marketing;2026-03-13
1079;Nordeste;Indicacao;2025-07-30
1080;Centro-Oeste;Email Marketing;2025-01-25
1081;Sudeste;Redes Sociais;2026-07-16
1082;Sudeste;Redes Sociais;2026-07-22
1083;Nordeste;Email Marketing;2026-03-01
1084;Sudeste;Email Marketing;2025-12-18
1085;Sul;Organico;2024-09-08
1086;Sudeste;Organico;2025-03-13
1087;Sudeste;Marketing Pago;2025-07-06
1088;Centro-Oeste;Organico;2024-12-12
1089;Sudeste;Organico;2025-06-28
1090;Sudeste;Organico;2026-07-23
1091;Centro-Oeste;Indicacao;2026-01-21
1092;Centro-Oeste;Email Marketing;2025-08-18
1093;Nordeste;Redes Sociais;2026-03-24
1094;Sudeste;Marketing Pago;2024-12-18
1095;Norte;Redes Sociais;2025-10-22
1096;Nordeste;Email Marketing;2026-05-27
1097;Sudeste;Redes Sociais;2026-02-27
1098;Nordeste;Email Marketing;2025-08-01
1099;Sudeste;Redes Sociais;2025-01-27
1100;Sudeste;Redes Sociais;2025-05-29
1101;Sudeste;Redes Sociais;2026-07-20
1102;Centro-Oeste;Marketing Pago;2026-03-05
1103;Sudeste;Redes Sociais;2026-04-19
1104;Sudeste;Redes Sociais;2025-12-22
1105;Sudeste;Redes Sociais;2025-04-01
1106;Sudeste;Marketing Pago;2026-05-14
1107;Centro-Oeste;Organico;2026-07-27
1108;Nordeste;Redes Sociais;2025-07-10
1109;Sudeste;Organico;2025-04-13
1110;Nordeste;Marketing Pago;2024-11-19
1111;Nordeste;Organico;2025-10-23
1112;Nordeste;Email Marketing;2025-09-28
1113;Sul;Marketing Pago;2026-02-11
1114;Sudeste;Indicacao;2026-03-15
1115;Nordeste;Redes Sociais;2025-01-14
1116;Sul;Indicacao;2024-09-04
1117;Sudeste;Marketing Pago;2024-11-16
1118;Sudeste;Organico;2025-08-20
1119;Sudeste;Organico;2024-11-04
1120;Sudeste;Email Marketing;2025-12-08
1121;Nordeste;Marketing Pago;2026-06-01
1122;Sudeste;Indicacao;2025-01-08
1123;Sudeste;Marketing Pago;2025-02-11
1124;Sudeste;Redes Sociais;2026-02-05
1125;Sudeste;Organico;2025-04-01
1126;Sudeste;Marketing Pago;2026-02-14
1127;Nordeste;Organico;2025-08-05
1128;Sudeste;Organico;2026-06-09
1129;Sul;Marketing Pago;2024-11-08
1130;Sudeste;Organico;2025-05-26
1131;Norte;Marketing Pago;2024-11-27
1132;Sudeste;Marketing Pago;2025-12-14
1133;Centro-Oeste;Organico;2026-05-20
1134;Sul;Organico;2025-08-26
1135;Sudeste;Marketing Pago;2025-04-27
1136;Sudeste;Organico;2025-05-03
1137;Sul;Organico;2026-07-15
1138;Nordeste;Organico;2025-07-19
1139;Nordeste;Marketing Pago;2026-03-27
1140;Sudeste;Organico;2025-09-01
1141;Nordeste;Marketing Pago;2026-01-31
1142;Nordeste;Email Marketing;2026-03-10
1143;Centro-Oeste;Marketing Pago;2024-10-20
1144;Sudeste;Indicacao;2024-09-05
1145;Sul;Email Marketing;2026-03-09
1146;Nordeste;Redes Sociais;2024-12-02
1147;Centro-Oeste;Marketing Pago;2025-01-19
1148;Norte;Indicacao;2024-12-08
1149;Sudeste;Organico;2026-07-01
1150;Sudeste;Email Marketing;2026-05-05
1151;Sudeste;Redes Sociais;2025-06-24
1152;Centro-Oeste;Email Marketing;2024-10-08
1153;Sudeste;Redes Sociais;2026-02-17
1154;Sudeste;Organico;2025-11-13
1155;Centro-Oeste;Organico;2026-07-19
1156;Sul;Marketing Pago;2025-10-04
1157;Sudeste;Organico;2026-03-04
1158;Sul;Indicacao;2024-11-11
1159;Centro-Oeste;Redes Sociais;2024-11-12
1160;Nordeste;Indicacao;2025-07-19
1161;Centro-Oeste;Organico;2026-06-02
1162;Sul;Redes Sociais;2024-09-08
1163;Sudeste;Marketing Pago;2026-04-26
1164;Sul;Redes Sociais;2024-09-09
1165;Sudeste;Indicacao;2026-07-09
1166;Sudeste;Redes Sociais;2025-05-03
1167;Centro-Oeste;Organico;2025-06-07
1168;Sudeste;Indicacao;2026-07-14
1169;Nordeste;Email Marketing;2025-03-22
1170;Sudeste;Email Marketing;2025-10-28
1171;Nordeste;Marketing Pago;2025-10-01
1172;Sul;Organico;2025-10-27
1173;Sudeste;Indicacao;2025-12-10
1174;Nordeste;Indicacao;2024-09-27
1175;Sul;Organico;2025-06-15
1176;Nordeste;Marketing Pago;2026-01-19
1177;Centro-Oeste;Organico;2025-02-14
1178;Centro-Oeste;Organico;2024-09-29
1179;Sudeste;Marketing Pago;2025-08-05
1180;Nordeste;Organico;2025-11-19
1181;Sul;Redes Sociais;2024-12-05
1182;Nordeste;Organico;2025-12-14
1183;Sul;Organico;2025-11-29
1184;Sul;Marketing Pago;2025-01-15
1185;Nordeste;Organico;2026-07-07
1186;Sudeste;Organico;2024-09-20
1187;Sudeste;Redes Sociais;2025-03-08
1188;Centro-Oeste;Redes Sociais;2026-06-25
1189;Sudeste;Redes Sociais;2026-01-08
1190;Sudeste;Indicacao;2026-06-30
1191;Sudeste;Email Marketing;2026-05-25
1192;Sudeste;Indicacao;2025-03-18
1193;Sudeste;Indicacao;2025-06-09
1194;Nordeste;Redes Sociais;2025-05-09
1195;Sudeste;Marketing Pago;2025-07-24
1196;Sul;Organico;2025-06-06
1197;Nordeste;Indicacao;2025-09-11
1198;Sul;Organico;2026-06-10
1199;Norte;Indicacao;2026-02-26
1200;Sul;Redes Sociais;2025-06-02
1201;Nordeste;Marketing Pago;2025-07-11
1202;Norte;Redes Sociais;2025-05-11
1203;Sudeste;Redes Sociais;2026-05-30
1204;Sudeste;Organico;2025-04-04
1205;Centro-Oeste;Indicacao;2026-04-07
1206;Sudeste;Marketing Pago;2024-12-22
1207;Nordeste;Redes Sociais;2025-05-30
1208;Sudeste;Marketing Pago;2025-09-02
1209;Nordeste;Redes Sociais;2026-03-09
1210;Nordeste;Marketing Pago;2025-03-16
1211;Nordeste;Redes Sociais;2025-12-01
1212;Centro-Oeste;Redes Sociais;2026-01-02
1213;Sudeste;Organico;2026-06-05
1214;Centro-Oeste;Organico;2024-11-08
1215;Sul;Redes Sociais;2026-02-24
1216;Nordeste;Organico;2026-06-28
1217;Centro-Oeste;Redes Sociais;2025-03-16
1218;Sudeste;Redes Sociais;2025-06-11
1219;Sudeste;Indicacao;2025-08-16
1220;Sudeste;Organico;2024-11-29
1221;Sul;Indicacao;2026-03-21
1222;Sul;Redes Sociais;2025-11-27
1223;Centro-Oeste;Marketing Pago;2026-06-29
1224;Sudeste;Organico;2024-09-25
1225;Centro-Oeste;Organico;2025-02-22
1226;Sudeste;Email Marketing;2025-11-12
1227;Sudeste;Indicacao;2025-02-01
1228;Nordeste;Marketing Pago;2026-05-09
1229;Norte;Marketing Pago;2024-09-29
1230;Sudeste;Organico;2025-01-20
1231;Sul;Organico;2024-10-30
1232;Sudeste;Marketing Pago;2025-10-14
1233;Sudeste;Email Marketing;2025-08-28
1234;Sudeste;Marketing Pago;2025-08-18
1235;Norte;Indicacao;2026-01-26
1236;Sudeste;Redes Sociais;2026-05-04
1237;Nordeste;Organico;2025-07-19
1238;Sudeste;Organico;2025-12-29
1239;Sul;Organico;2024-09-16
1240;Sudeste;Organico;2026-01-15
1241;Sul;Marketing Pago;2026-07-05
1242;Norte;Marketing Pago;2025-12-15
1243;Sudeste;Organico;2025-09-18
1244;Sudeste;Organico;2024-12-13
1245;Sudeste;Organico;2025-12-30
1246;Sudeste;Marketing Pago;2026-05-29
1247;Nordeste;Marketing Pago;2026-05-18
1248;Sudeste;Marketing Pago;2024-09-19
1249;Sul;Organico;2024-11-19
1250;Nordeste;Organico;2026-07-08
1251;Sudeste;Marketing Pago;2024-12-05
1252;Sul;Marketing Pago;2025-01-04
1253;Sudeste;Redes Sociais;2024-08-10
1254;Sudeste;Redes Sociais;2026-06-10
1255;Sul;Redes Sociais;2026-07-19
1256;Sudeste;Indicacao;2024-11-16
1257;Sul;Redes Sociais;2025-05-17
1258;Sudeste;Organico;2025-02-20
1259;Sul;Indicacao;2026-01-18
1260;Norte;Marketing Pago;2025-09-24
1261;Sudeste;Organico;2025-12-22
1262;Centro-Oeste;Redes Sociais;2025-12-06
1263;Sudeste;Organico;2026-06-19
1264;Sudeste;Organico;2026-03-11
1265;Nordeste;Organico;2024-11-01
1266;Nordeste;Organico;2024-11-12
1267;Centro-Oeste;Redes Sociais;2025-11-11
1268;Norte;Organico;2025-11-19
1269;Sudeste;Indicacao;2024-09-10
1270;Centro-Oeste;Marketing Pago;2026-06-25
1271;Sudeste;Redes Sociais;2024-11-06
1272;Centro-Oeste;Indicacao;2024-08-10
1273;Centro-Oeste;Redes Sociais;2025-01-22
1274;Sudeste;Indicacao;2026-04-29
1275;Sudeste;Redes Sociais;2025-08-17
1276;Nordeste;Organico;2025-09-15
1277;Sudeste;Marketing Pago;2025-08-30
1278;Nordeste;Marketing Pago;2025-10-06
1279;Sul;Indicacao;2024-11-24
1280;Sudeste;Redes Sociais;2025-01-11
1281;Sudeste;Email Marketing;2025-12-08
1282;Nordeste;Redes Sociais;2025-02-02
1283;Sul;Indicacao;2026-04-19
1284;Sudeste;Redes Sociais;2024-12-12
1285;Sul;Marketing Pago;2025-09-26
1286;Sudeste;Organico;2026-06-02
1287;Sudeste;Redes Sociais;2026-06-26
1288;Sul;Redes Sociais;2026-03-02
1289;Sudeste;Email Marketing;2025-07-13
1290;Sul;Redes Sociais;2026-04-26
1291;Sudeste;Redes Sociais;2025-04-12
1292;Sul;Redes Sociais;2026-05-19
1293;Sudeste;Indicacao;2026-02-23
1294;Centro-Oeste;Redes Sociais;2024-08-12
1295;Sul;Organico;2025-11-24
1296;Centro-Oeste;Indicacao;2024-10-16
1297;Nordeste;Marketing Pago;2025-07-05
1298;Norte;Organico;2025-03-17
1299;Sul;Marketing Pago;2025-03-29
