pedido_id;cliente_id;data_pedido;forma_pagamento;status_entrega;valor_total
2715;89;2025-01-09;Pix;Entregue com Atraso;587.62
2716;841;2025-03-09;Pix;Entregue com Atraso;28.52
2717;79;2025-11-04;Cartao de Debito;Entregue;36.53
2718;1231;2025-08-07;Cartao de Credito;Entregue;49.98
2719;1295;2025-10-06;Cartao de Debito;Entregue;155.04
2720;1175;2026-06-21;Cartao de Credito;Entregue;97.1
2721;462;2025-03-09;Cartao de Credito;Entregue;33.91
2722;1409;2026-03-26;Cartao de Credito;Entregue;120.88
2723;1601;2025-10-27;Cartao de Credito;Entregue;85.45
2724;912;2025-10-31;Cartao de Debito;Entregue;146.08
2725;28;2026-03-26;Cartao de Credito;Entregue;56.43
2726;1279;2025-10-09;Pix;Entregue;110.19
2727;765;2025-12-04;Cartao de Credito;Entregue;359.13
2728;528;2024-10-06;Cartao de Credito;Entregue com Atraso;400.91
2729;197;2025-12-25;Cartao de Credito;Entregue;54.01
2730;754;2025-09-26;Cartao de Credito;Entregue com Atraso;94.49
2731;341;2025-09-09;Pix;Entregue;85.49
2732;1279;2025-07-13;Cartao de Credito;Em Transito;67.2
2733;82;2024-10-11;Cartao de Credito;Em Transito;13.5
2734;84;2024-10-19;Cartao de Credito;Entregue;134.56
2735;1365;2025-08-06;Pix;Entregue;153.56
2736;239;2025-04-24;Cartao de Credito;Entregue com Atraso;66.72
2737;966;2025-03-06;Pix;Entregue;131.21
2738;1760;2025-08-22;Pix;Entregue;94.67
2739;1732;2026-05-11;Cartao de Credito;Entregue;99.49
2740;1051;2025-07-09;Boleto;Entregue;461.52
2741;1645;2024-12-25;Cartao de Credito;Entregue com Atraso;50.66
2742;1469;2025-09-27;Cartao de Debito;Entregue com Atraso;114.55
2743;1372;2026-06-28;Cartao de Credito;Entregue;268.27
2744;979;2025-08-23;Boleto;Entregue;81.3
2745;1688;2026-04-23;Cartao de Debito;Entregue;54.6
2746;1319;2026-06-28;Cartao de Debito;Entregue com Atraso;50.32
2747;1418;2025-03-24;Pix;Entregue;261.84
2748;361;2025-11-24;Pix;Entregue;155.04
2749;1731;2026-04-09;Cartao de Debito;Entregue;274.37
2750;1053;2025-08-08;Cartao de Credito;Entregue;120.73
2751;1229;2026-06-27;Cartao de Credito;Entregue com Atraso;163.86
2752;1645;2025-12-09;Cartao de Credito;Entregue com Atraso;132.84
2753;1704;2024-11-09;Pix;Entregue;122.64
2754;192;2026-03-19;Pix;Entregue com Atraso;94.95
2755;1723;2025-03-06;Boleto;Entregue;15.0
2756;400;2026-01-05;Cartao de Debito;Entregue;62.39
2757;567;2026-04-26;Cartao de Credito;Entregue;167.97
2758;1731;2024-09-03;Boleto;Entregue;206.84
2759;383;2026-05-05;Pix;Entregue;77.95
2760;1221;2024-08-26;Cartao de Credito;Entregue;77.41
2761;634;2026-07-30;Pix;Entregue;15.0
2762;402;2024-11-10;Pix;Entregue;214.2
2763;1217;2024-11-12;Pix;Entregue;24.29
2764;1658;2026-02-01;Pix;Entregue;79.68
2765;312;2025-10-28;Cartao de Credito;Entregue;121.36
2766;1229;2025-07-13;Cartao de Credito;Entregue com Atraso;24.01
2767;139;2026-01-17;Cartao de Credito;Entregue;173.61
2768;301;2025-05-26;Pix;Entregue;21.1
2769;825;2025-12-17;Cartao de Credito;Entregue;44.52
2770;622;2026-01-05;Cartao de Credito;Entregue;353.5
2771;1511;2026-02-12;Cartao de Debito;Entregue;94.9
2772;366;2024-08-29;Pix;Entregue;31.16
2773;68;2024-08-31;Cartao de Credito;Entregue;19.61
2774;1479;2025-11-30;Boleto;Entregue com Atraso;321.56
2775;807;2026-01-05;Pix;Cancelado;121.1
2776;1291;2026-04-11;Cartao de Credito;Entregue;152.03
2777;226;2025-05-08;Boleto;Entregue;23.54
2778;770;2024-10-12;Pix;Entregue;25.88
2779;67;2025-01-04;Boleto;Entregue;197.01
2780;1701;2024-09-11;Cartao de Credito;Entregue;17.06
2781;1720;2025-06-09;Pix;Em Transito;37.35
2782;1279;2024-09-30;Pix;Entregue;218.38
2783;657;2025-12-28;Pix;Cancelado;219.83
2784;1447;2025-04-06;Pix;Entregue;146.56
2785;1338;2025-05-21;Pix;Entregue;120.66
2786;631;2026-07-29;Cartao de Credito;Entregue;122.57
2787;1476;2025-06-16;Boleto;Em Transito;89.84
2788;216;2026-07-09;Boleto;Entregue;36.33
2789;628;2025-09-30;Cartao de Credito;Entregue;519.08
2790;1266;2026-05-31;Cartao de Debito;Entregue;202.53
2791;846;2025-05-23;Cartao de Credito;Entregue com Atraso;312.21
2792;911;2025-08-11;Cartao de Credito;Entregue;62.98
2793;1155;2025-01-25;Cartao de Debito;Entregue;36.72
2794;820;2025-04-17;Pix;Entregue;69.98
2795;887;2026-05-23;Pix;Entregue;21.32
2796;224;2025-08-13;Cartao de Debito;Entregue;194.45
2797;1441;2026-02-23;Cartao de Credito;Entregue;65.67
2798;256;2025-09-19;Cartao de Debito;Em Transito;34.11
2799;1755;2025-01-20;Cartao de Credito;Entregue com Atraso;206.87
2800;1645;2026-04-14;Cartao de Credito;Entregue com Atraso;88.56
2801;1516;2025-04-30;Pix;Entregue;386.86
2802;252;2025-02-12;Cartao de Credito;Entregue;570.44
2803;1151;2024-11-24;Cartao de Debito;Entregue;101.37
2804;981;2024-12-23;Cartao de Credito;Entregue com Atraso;251.98
2805;1564;2025-01-15;Cartao de Credito;Entregue;106.71
2806;472;2024-08-15;Pix;Entregue;107.09
2807;1050;2025-01-21;Pix;Em Transito;14.25
2808;825;2025-06-28;Pix;Entregue;28.5
2809;1099;2025-01-22;Pix;Entregue;34.11
2810;1087;2026-01-30;Boleto;Entregue;76.74
2811;184;2025-08-13;Pix;Entregue;405.95
2812;98;2025-03-31;Cartao de Credito;Entregue com Atraso;209.25
2813;1523;2025-10-04;Cartao de Credito;Entregue;318.81
2814;159;2024-10-30;Pix;Entregue;39.94
2815;531;2024-11-15;Pix;Em Transito;48.55
2816;903;2026-04-14;Pix;Entregue;84.44
2817;450;2025-11-08;Boleto;Cancelado;29.38
2818;1658;2025-08-07;Boleto;Entregue;224.87
2819;1677;2026-02-16;Boleto;Entregue;68.83
2820;1316;2025-01-27;Pix;Entregue;133.16
2821;1018;2024-09-24;Cartao de Credito;Entregue com Atraso;115.48
2822;625;2024-10-24;Cartao de Debito;Entregue;41.57
2823;402;2026-07-13;Pix;Entregue;228.43
2824;40;2025-04-09;Cartao de Credito;Em Transito;160.88
2825;357;2024-12-26;Pix;Entregue;337.66
2826;698;2025-04-09;Cartao de Credito;Entregue com Atraso;90.87
2827;1543;2024-09-25;Pix;Entregue;81.15
2828;288;2024-10-08;Cartao de Credito;Entregue;38.25
2829;894;2025-11-12;Boleto;Entregue;172.83
2830;1730;2024-11-22;Pix;Entregue com Atraso;235.9
2831;692;2025-02-26;Pix;Entregue;33.27
2832;244;2026-07-09;Cartao de Credito;Entregue;151.97
2833;835;2024-12-25;Cartao de Credito;Entregue;23.54
2834;519;2024-11-17;Cartao de Credito;Cancelado;201.88
2835;1014;2025-04-08;Pix;Entregue;82.69
2836;825;2024-09-25;Cartao de Credito;Entregue;31.08
2837;631;2026-06-14;Cartao de Credito;Entregue;107.8
2838;1770;2026-02-24;Pix;Entregue;320.77
2839;150;2026-06-26;Pix;Entregue;26.21
2840;1490;2025-09-08;Pix;Entregue;82.44
2841;1468;2024-08-07;Cartao de Credito;Entregue;58.61
2842;1573;2026-01-21;Cartao de Credito;Entregue;27.0
2843;903;2025-11-25;Boleto;Entregue;62.58
2844;678;2024-09-14;Pix;Entregue;315.1
2845;101;2026-07-09;Cartao de Credito;Entregue;327.44
2846;77;2025-04-12;Cartao de Credito;Entregue;324.41
2847;699;2025-05-02;Cartao de Credito;Entregue;156.28
2848;905;2026-06-14;Boleto;Em Transito;147.5
2849;1588;2026-01-16;Cartao de Debito;Entregue;94.95
2850;1489;2026-06-25;Pix;Entregue com Atraso;62.22
2851;1024;2025-10-05;Cartao de Debito;Entregue;17.87
2852;666;2024-12-01;Pix;Entregue;296.1
2853;124;2024-12-10;Cartao de Credito;Entregue;106.65
2854;1239;2025-09-02;Pix;Entregue;133.47
2855;154;2025-10-10;Cartao de Debito;Entregue;17.23
2856;708;2025-02-04;Cartao de Credito;Entregue;151.71
2857;519;2026-03-24;Cartao de Debito;Entregue com Atraso;48.76
2858;1094;2026-03-08;Boleto;Em Transito;41.07
2859;661;2025-07-21;Cartao de Credito;Entregue;58.07
2860;356;2025-10-02;Pix;Entregue;18.9
2861;536;2026-04-15;Pix;Entregue com Atraso;65.93
2862;1257;2025-03-11;Boleto;Entregue;71.46
2863;945;2026-07-28;Pix;Em Transito;323.3
2864;5;2025-10-14;Boleto;Entregue;159.26
2865;618;2026-05-28;Cartao de Debito;Em Transito;124.79
2866;1090;2025-03-03;Pix;Entregue;130.29
2867;567;2025-01-27;Pix;Entregue;15.0
2868;618;2025-02-14;Cartao de Credito;Entregue;310.68
2869;410;2025-08-05;Cartao de Credito;Entregue;161.23
2870;1258;2025-07-18;Cartao de Credito;Entregue;491.16
2871;997;2025-11-11;Boleto;Entregue;306.21
2872;1418;2026-04-06;Cartao de Debito;Entregue;87.75
2873;836;2025-12-22;Pix;Entregue;13.5
2874;816;2025-07-21;Cartao de Credito;Em Transito;39.94
2875;703;2026-03-05;Pix;Entregue;68.25
2876;1013;2025-04-27;Pix;Entregue;202.3
2877;1771;2025-09-09;Cartao de Credito;Em Transito;214.67
2878;1079;2025-09-14;Pix;Entregue;74.05
2879;1298;2025-08-09;Cartao de Debito;Entregue com Atraso;126.66
2880;195;2025-07-02;Pix;Entregue;32.9
2881;56;2025-03-17;Cartao de Debito;Entregue com Atraso;129.56
2882;792;2025-12-02;Pix;Entregue;80.78
2883;543;2025-04-14;Pix;Cancelado;30.38
2884;186;2026-05-07;Pix;Entregue;205.97
2885;874;2024-09-04;Cartao de Credito;Entregue;63.13
2886;1298;2025-07-16;Cartao de Credito;Entregue;34.71
2887;932;2025-12-28;Pix;Entregue;169.88
2888;1767;2026-01-03;Boleto;Entregue;90.91
2889;1479;2026-04-15;Boleto;Entregue com Atraso;31.16
2890;97;2024-09-05;Pix;Entregue;310.87
2891;1147;2024-09-03;Pix;Entregue;40.59
2892;685;2024-10-09;Pix;Entregue;19.02
2893;1186;2026-05-15;Cartao de Credito;Entregue com Atraso;18.14
2894;1625;2026-06-03;Cartao de Credito;Entregue com Atraso;204.33
2895;1468;2025-06-18;Pix;Entregue;161.67
2896;1771;2025-09-03;Boleto;Entregue;202.75
2897;1491;2025-02-23;Boleto;Entregue com Atraso;32.16
2898;838;2025-03-12;Pix;Entregue;59.26
2899;1229;2026-03-06;Pix;Entregue;256.77
2900;631;2025-06-13;Pix;Entregue;30.0
2901;1441;2026-01-04;Pix;Entregue;440.5
2902;1094;2024-09-04;Boleto;Entregue;36.53
2903;59;2025-12-29;Pix;Em Transito;54.95
2904;685;2025-12-14;Pix;Entregue;196.44
2905;358;2025-09-19;Cartao de Credito;Entregue com Atraso;68.9
2906;648;2025-01-29;Cartao de Credito;Entregue com Atraso;125.15
2907;1703;2024-11-14;Boleto;Entregue;21.41
2908;1543;2024-10-16;Cartao de Credito;Entregue;103.42
2909;973;2025-12-30;Pix;Cancelado;129.21
2910;1658;2025-06-03;Pix;Em Transito;20.76
2911;966;2025-01-02;Cartao de Credito;Entregue;127.42
2912;239;2025-02-13;Pix;Entregue;87.64
2913;833;2025-08-22;Cartao de Credito;Entregue;97.17
2914;1672;2025-04-14;Pix;Entregue com Atraso;61.02
2915;46;2026-07-02;Pix;Entregue;242.21
2916;1230;2025-09-28;Pix;Entregue;124.98
2917;325;2026-07-20;Cartao de Credito;Entregue;197.79
2918;462;2024-11-06;Cartao de Debito;Entregue;48.55
2919;301;2026-02-03;Boleto;Em Transito;203.66
2920;608;2025-06-07;Boleto;Entregue;496.69
2921;945;2025-01-24;Boleto;Entregue;201.96
2922;1218;2026-02-03;Cartao de Credito;Entregue;16.67
2923;1083;2026-05-29;Pix;Entregue;280.17
2924;1605;2026-01-09;Boleto;Entregue;49.14
2925;929;2025-05-18;Boleto;Entregue;106.71
2926;1798;2025-04-18;Boleto;Entregue com Atraso;264.78
2927;801;2024-12-26;Pix;Entregue;65.67
2928;1145;2025-11-08;Pix;Em Transito;154.72
2929;1355;2024-09-14;Pix;Entregue com Atraso;97.52
2930;1073;2026-05-15;Cartao de Credito;Entregue;184.06
2931;1603;2024-12-16;Cartao de Debito;Entregue;578.16
2932;505;2025-03-05;Boleto;Entregue;145.11
2933;825;2024-10-09;Pix;Entregue;134.0
2934;1780;2026-05-17;Cartao de Debito;Entregue;36.53
2935;430;2025-03-16;Pix;Entregue com Atraso;135.2
2936;122;2026-02-28;Cartao de Debito;Em Transito;124.86
2937;913;2026-06-19;Cartao de Debito;Entregue;269.31
2938;5;2025-01-09;Pix;Entregue;118.57
2939;844;2025-03-22;Cartao de Debito;Entregue;63.58
2940;82;2025-01-20;Pix;Entregue;400.7
2941;1215;2025-03-26;Pix;Entregue;15.0
2942;1506;2026-02-27;Boleto;Entregue com Atraso;45.0
2943;1154;2024-11-07;Cartao de Credito;Entregue;30.02
2944;593;2024-08-21;Cartao de Credito;Entregue;150.78
2945;1645;2025-11-21;Pix;Entregue;75.07
2946;1229;2025-11-26;Cartao de Credito;Em Transito;79.4
2947;956;2025-07-04;Pix;Entregue;105.79
2948;746;2024-08-06;Pix;Entregue;27.0
2949;1411;2025-04-27;Cartao de Credito;Entregue;21.32
2950;388;2026-05-17;Cartao de Credito;Entregue com Atraso;20.15
2951;521;2025-06-10;Cartao de Credito;Entregue;25.88
2952;1355;2025-07-03;Pix;Entregue;40.76
2953;1700;2024-09-22;Cartao de Credito;Entregue com Atraso;25.88
2954;583;2025-04-25;Boleto;Entregue;43.06
2955;284;2026-01-10;Cartao de Credito;Entregue;84.12
2956;1085;2024-12-17;Pix;Em Transito;18.55
2957;354;2026-04-07;Boleto;Entregue com Atraso;166.78
2958;1754;2025-05-06;Pix;Entregue;661.03
2959;126;2025-06-14;Cartao de Credito;Entregue com Atraso;417.79
2960;1514;2026-03-18;Cartao de Credito;Entregue;258.78
2961;390;2025-11-29;Boleto;Em Transito;111.55
2962;1658;2026-03-26;Cartao de Credito;Entregue;84.47
2963;1528;2025-10-25;Cartao de Debito;Em Transito;71.66
2964;699;2025-12-02;Pix;Entregue;118.03
2965;219;2025-12-16;Boleto;Entregue;176.12
2966;1151;2025-05-27;Cartao de Credito;Entregue;225.45
2967;1249;2025-05-12;Cartao de Credito;Em Transito;152.84
2968;1739;2024-08-23;Pix;Entregue;132.14
2969;501;2025-10-30;Cartao de Credito;Entregue;129.3
2970;786;2024-09-11;Pix;Cancelado;109.86
2971;1614;2025-06-09;Cartao de Credito;Em Transito;182.31
2972;1156;2026-04-03;Pix;Entregue;36.28
2973;506;2025-08-11;Pix;Entregue com Atraso;266.23
2974;1745;2026-07-14;Cartao de Credito;Entregue;47.39
2975;1266;2024-08-03;Boleto;Entregue;15.0
2976;1731;2025-01-09;Cartao de Credito;Cancelado;47.33
2977;757;2025-09-11;Boleto;Entregue;272.67
2978;1780;2025-11-02;Pix;Entregue com Atraso;220.29
2979;1412;2025-05-30;Cartao de Credito;Entregue;15.0
2980;541;2026-01-07;Pix;Entregue;689.23
2981;1767;2025-03-26;Pix;Entregue;30.38
2982;618;2024-09-25;Boleto;Entregue;78.97
2983;36;2026-07-12;Cartao de Debito;Entregue;385.96
2984;840;2024-11-04;Boleto;Entregue;225.1
2985;1286;2025-01-31;Cartao de Credito;Entregue;62.82
2986;306;2025-12-26;Pix;Em Transito;27.97
2987;59;2025-07-07;Pix;Entregue;163.6
2988;1323;2026-06-01;Pix;Entregue;32.73
2989;224;2025-10-26;Cartao de Credito;Entregue com Atraso;31.02
2990;1013;2026-01-27;Pix;Entregue com Atraso;60.04
2991;1202;2026-03-20;Boleto;Cancelado;44.66
2992;1562;2025-04-10;Cartao de Credito;Entregue;219.58
2993;666;2025-12-08;Boleto;Cancelado;171.2
2994;1487;2025-01-24;Pix;Entregue;67.66
2995;203;2025-05-03;Pix;Entregue;93.55
2996;1239;2025-10-16;Boleto;Entregue;107.71
2997;1777;2024-11-18;Cartao de Credito;Entregue;14.25
2998;966;2024-09-14;Boleto;Entregue;172.76
2999;1457;2024-12-01;Boleto;Em Transito;197.18
3000;30;2026-01-10;Pix;Entregue;329.2
3001;1498;2025-07-15;Cartao de Debito;Entregue;129.99
3002;1465;2025-10-17;Boleto;Entregue;592.87
3003;1800;2024-11-08;Pix;Entregue;129.25
3004;136;2025-05-25;Cartao de Debito;Cancelado;167.06
3005;727;2025-01-10;Cartao de Credito;Entregue com Atraso;105.53
3006;487;2026-07-08;Pix;Entregue;112.11
3007;771;2026-07-05;Cartao de Credito;Entregue com Atraso;275.88
3008;1044;2025-07-20;Boleto;Entregue;200.05
3009;604;2024-12-12;Boleto;Entregue com Atraso;158.41
3010;1756;2026-02-17;Cartao de Debito;Entregue;186.64
3011;1202;2026-03-06;Cartao de Credito;Entregue com Atraso;166.81
3012;452;2024-09-07;Pix;Entregue;228.42
3013;1020;2026-01-05;Cartao de Credito;Entregue;46.32
3014;331;2026-06-12;Cartao de Debito;Entregue;19.9
3015;442;2026-02-03;Cartao de Credito;Entregue com Atraso;108.15
3016;1318;2025-07-19;Cartao de Debito;Entregue;135.3
3017;1670;2024-12-16;Boleto;Entregue;205.07
3018;702;2026-03-09;Cartao de Credito;Entregue;95.24
3019;396;2025-04-02;Pix;Entregue;122.81
3020;1597;2025-10-07;Pix;Cancelado;35.91
3021;90;2024-11-08;Cartao de Credito;Em Transito;22.26
3022;1298;2026-02-23;Cartao de Credito;Entregue;211.77
3023;1383;2025-07-21;Pix;Entregue;265.89
3024;1344;2025-11-10;Pix;Entregue;115.71
3025;352;2024-11-11;Cartao de Debito;Entregue;38.13
3026;960;2026-03-20;Boleto;Entregue com Atraso;377.96
3027;1310;2026-06-15;Cartao de Credito;Entregue;71.45
3028;1079;2025-11-01;Boleto;Entregue;131.33
3029;1223;2025-01-29;Pix;Entregue;147.37
3030;777;2026-06-13;Pix;Entregue;420.89
3031;1654;2025-03-19;Boleto;Entregue;96.85
3032;210;2026-02-25;Cartao de Credito;Entregue;17.23
3033;161;2025-05-15;Pix;Entregue;96.14
3034;1476;2025-05-27;Boleto;Entregue;40.35
3035;278;2024-12-17;Cartao de Credito;Entregue;95.73
3036;1202;2026-04-03;Cartao de Credito;Entregue;91.09
3037;466;2026-03-20;Boleto;Entregue com Atraso;178.5
3038;1194;2024-08-09;Cartao de Credito;Entregue;428.57
3039;1721;2025-10-08;Cartao de Credito;Entregue;133.11
3040;226;2025-11-19;Cartao de Credito;Entregue;71.46
3041;1325;2025-03-29;Cartao de Credito;Cancelado;146.37
3042;1385;2024-12-12;Cartao de Credito;Entregue com Atraso;83.15
3043;1197;2024-08-10;Cartao de Credito;Entregue;47.45
3044;844;2026-05-07;Boleto;Entregue;165.81
3045;718;2026-07-26;Cartao de Debito;Entregue;79.03
3046;825;2025-01-22;Cartao de Credito;Entregue;49.07
3047;1777;2024-09-21;Cartao de Credito;Entregue;107.48
3048;669;2024-12-26;Boleto;Entregue;97.82
3049;595;2024-08-11;Pix;Entregue;15.0
3050;1229;2026-05-31;Pix;Entregue com Atraso;70.7
3051;1151;2026-04-15;Cartao de Credito;Entregue;536.2
3052;592;2026-05-07;Pix;Entregue;232.81
3053;100;2026-01-05;Pix;Entregue com Atraso;384.78
3054;1311;2026-06-18;Pix;Entregue;33.91
3055;300;2026-04-02;Cartao de Credito;Entregue com Atraso;19.9
3056;656;2026-01-12;Pix;Entregue com Atraso;135.23
3057;1656;2025-08-29;Pix;Entregue;55.68
3058;1461;2025-12-03;Cartao de Credito;Entregue;308.4
3059;1038;2025-11-26;Boleto;Entregue;50.66
3060;966;2024-10-17;Cartao de Credito;Entregue;201.87
3061;675;2026-03-28;Cartao de Credito;Entregue;20.27
3062;618;2026-04-07;Cartao de Credito;Entregue;51.73
3063;998;2026-06-16;Cartao de Credito;Cancelado;42.64
3064;266;2025-01-29;Pix;Entregue;62.12
3065;1104;2024-11-15;Cartao de Credito;Em Transito;98.05
3066;866;2025-01-08;Pix;Entregue;189.71
3067;1323;2024-12-04;Cartao de Debito;Cancelado;190.65
3068;573;2025-07-26;Boleto;Entregue com Atraso;24.29
3069;20;2024-08-02;Pix;Entregue;177.62
3070;1714;2025-08-21;Cartao de Credito;Entregue;106.33
3071;821;2026-03-11;Pix;Entregue;228.52
3072;338;2025-12-10;Cartao de Credito;Entregue;226.95
3073;537;2025-06-24;Cartao de Debito;Entregue;72.72
3074;301;2024-10-17;Cartao de Credito;Cancelado;184.91
3075;1055;2026-04-14;Pix;Entregue;15.0
3076;386;2025-10-26;Pix;Entregue;45.39
3077;1558;2025-11-07;Cartao de Credito;Entregue;141.95
3078;712;2025-10-20;Cartao de Credito;Entregue;35.91
3079;513;2025-10-24;Pix;Entregue;48.55
3080;696;2024-10-14;Boleto;Em Transito;40.07
3081;838;2025-08-18;Pix;Em Transito;40.52
3082;1650;2025-06-28;Pix;Entregue;24.29
3083;988;2025-05-19;Cartao de Credito;Entregue com Atraso;12.75
3084;537;2024-12-07;Boleto;Entregue com Atraso;111.56
3085;1757;2025-09-21;Cartao de Credito;Entregue;228.97
3086;1037;2025-01-08;Pix;Entregue com Atraso;51.76
3087;1008;2026-05-07;Cartao de Credito;Entregue;226.43
3088;1680;2025-04-11;Cartao de Credito;Em Transito;418.79
3089;763;2026-03-06;Pix;Entregue;56.9
3090;1229;2025-05-27;Cartao de Credito;Entregue;26.21
3091;1695;2024-08-28;Pix;Entregue;14.25
3092;266;2025-07-31;Cartao de Credito;Entregue;48.76
3093;567;2024-10-20;Pix;Entregue;19.9
3094;991;2025-10-27;Cartao de Credito;Entregue com Atraso;45.08
3095;1510;2026-02-18;Pix;Entregue;85.7
3096;989;2024-08-03;Cartao de Credito;Entregue com Atraso;18.14
3097;396;2026-04-27;Cartao de Debito;Entregue;109.38
3098;770;2025-02-03;Cartao de Credito;Entregue;46.32
3099;1373;2025-02-04;Pix;Cancelado;218.01
3100;849;2024-08-03;Boleto;Entregue;76.26
3101;959;2024-09-04;Pix;Entregue;382.84
3102;1672;2025-11-30;Pix;Cancelado;163.24
3103;1645;2025-07-01;Cartao de Credito;Entregue com Atraso;306.34
3104;819;2026-06-06;Cartao de Credito;Cancelado;51.44
3105;1311;2026-05-29;Pix;Entregue;18.14
3106;606;2025-11-02;Cartao de Credito;Entregue;45.17
3107;532;2024-11-25;Cartao de Credito;Entregue;20.01
3108;1331;2026-03-17;Cartao de Credito;Entregue;13.5
3109;1461;2024-10-28;Cartao de Credito;Entregue;22.66
3110;30;2025-05-10;Pix;Entregue;131.74
3111;992;2024-09-04;Cartao de Debito;Entregue;18.14
3112;1605;2026-04-30;Pix;Em Transito;110.28
3113;618;2026-05-27;Cartao de Credito;Entregue;229.41
3114;606;2026-01-05;Cartao de Debito;Entregue;97.26
3115;1376;2025-05-31;Boleto;Entregue;172.45
3116;1132;2026-07-29;Pix;Entregue com Atraso;63.92
3117;1703;2026-02-13;Cartao de Credito;Entregue com Atraso;78.15
3118;19;2026-03-13;Cartao de Credito;Entregue com Atraso;38.89
3119;132;2024-08-15;Cartao de Debito;Entregue;367.87
3120;1643;2024-11-14;Cartao de Credito;Entregue;361.0
3121;484;2025-09-23;Cartao de Credito;Entregue;24.29
3122;784;2024-12-09;Pix;Entregue;180.25
3123;1669;2026-05-17;Pix;Entregue;36.22
3124;1168;2026-04-24;Boleto;Entregue;334.39
3125;1486;2025-04-16;Pix;Em Transito;13.5
3126;666;2025-10-15;Cartao de Credito;Cancelado;139.55
3127;531;2025-08-13;Cartao de Credito;Entregue;173.39
3128;1470;2024-12-17;Cartao de Credito;Entregue;70.12
3129;1615;2025-11-30;Pix;Entregue;122.22
3130;1229;2025-02-11;Cartao de Credito;Entregue;80.22
3131;263;2025-10-15;Pix;Entregue com Atraso;111.29
3132;656;2024-10-14;Boleto;Entregue;33.72
3133;659;2024-12-23;Boleto;Entregue;93.15
3134;915;2025-05-08;Pix;Entregue;19.02
3135;271;2025-02-09;Cartao de Credito;Entregue;79.35
3136;271;2025-11-25;Cartao de Credito;Entregue;70.97
3137;1267;2025-10-24;Cartao de Credito;Em Transito;88.33
3138;1055;2025-05-27;Boleto;Entregue;26.21
3139;1229;2026-03-12;Cartao de Credito;Entregue;65.67
3140;1151;2025-12-20;Cartao de Credito;Em Transito;93.14
3141;8;2026-07-05;Cartao de Credito;Entregue;36.53
3142;352;2025-02-12;Cartao de Credito;Entregue;259.73
3143;566;2025-03-01;Pix;Entregue;174.09
3144;1195;2024-11-07;Pix;Entregue;445.84
3145;786;2026-02-02;Cartao de Credito;Entregue;229.98
3146;1715;2024-10-13;Cartao de Credito;Entregue;175.87
3147;683;2025-10-11;Cartao de Credito;Entregue;146.56
3148;728;2024-12-23;Pix;Cancelado;49.7
3149;992;2026-04-12;Cartao de Credito;Em Transito;699.18
3150;1715;2024-12-07;Cartao de Credito;Entregue;32.9
3151;1602;2025-12-22;Cartao de Debito;Entregue;242.72
3152;1019;2026-04-19;Pix;Entregue;635.59
3153;999;2026-06-21;Cartao de Debito;Entregue;15.0
3154;945;2025-11-08;Cartao de Credito;Entregue;80.78
3155;1605;2025-01-06;Cartao de Credito;Entregue;449.13
3156;882;2026-01-08;Boleto;Em Transito;20.87
3157;1109;2024-10-04;Cartao de Credito;Entregue;375.57
3158;243;2025-11-08;Pix;Entregue;137.32
3159;874;2025-08-12;Cartao de Credito;Entregue;45.69
3160;841;2026-05-07;Boleto;Entregue;64.49
3161;1754;2026-05-28;Cartao de Credito;Entregue;336.74
3162;1109;2024-09-25;Pix;Entregue;113.63
3163;388;2024-11-21;Boleto;Entregue;30.38
3164;151;2025-09-20;Cartao de Credito;Em Transito;276.76
3165;325;2025-08-28;Cartao de Credito;Entregue;48.76
3166;702;2025-03-21;Cartao de Credito;Entregue;98.05
3167;193;2024-10-05;Pix;Entregue;23.54
3168;1658;2025-04-14;Cartao de Credito;Entregue com Atraso;63.23
3169;11;2025-07-07;Pix;Entregue;229.03
3170;659;2025-04-28;Cartao de Credito;Entregue;22.28
3171;949;2025-08-21;Pix;Entregue;18.28
3172;543;2025-01-19;Cartao de Debito;Entregue;34.7
3173;1054;2025-08-12;Pix;Entregue;27.02
3174;1122;2026-04-25;Boleto;Entregue;193.9
3175;1507;2026-01-19;Pix;Entregue com Atraso;97.26
3176;844;2024-11-17;Cartao de Credito;Cancelado;21.33
3177;285;2026-07-20;Boleto;Entregue;45.0
3178;135;2026-06-20;Cartao de Debito;Entregue;200.22
3179;1176;2026-02-07;Cartao de Credito;Entregue com Atraso;41.22
3180;1760;2024-11-01;Cartao de Debito;Entregue;528.15
3181;944;2026-05-28;Cartao de Credito;Entregue;275.42
3182;1643;2025-05-25;Boleto;Entregue com Atraso;107.61
3183;136;2025-10-06;Boleto;Entregue;249.2
3184;540;2025-09-10;Cartao de Debito;Entregue;590.86
3185;918;2025-09-14;Cartao de Credito;Entregue;216.02
3186;886;2025-10-09;Cartao de Credito;Entregue;108.04
3187;388;2026-05-31;Cartao de Credito;Entregue;185.95
3188;22;2025-12-22;Pix;Entregue com Atraso;34.11
3189;1229;2025-06-25;Pix;Entregue;59.78
3190;26;2024-11-18;Pix;Entregue;82.5
3191;1474;2026-04-16;Pix;Entregue;67.87
3192;661;2025-04-05;Cartao de Credito;Entregue com Atraso;70.84
3193;841;2024-10-24;Cartao de Debito;Entregue;145.62
3194;495;2024-08-19;Pix;Entregue;46.08
3195;1658;2025-01-04;Pix;Entregue;58.07
3196;727;2025-02-27;Pix;Entregue;72.32
