item_id;pedido_id;produto_id;quantidade;desconto_pct;subtotal
5291;2703;7;1;5;33.27
5292;2703;12;3;10;128.12
5293;2703;105;2;5;120.73
5294;2703;113;1;10;57.02
5295;2704;85;1;0;41.5
5296;2705;116;1;0;98.05
5297;2705;46;2;10;293.83
5298;2706;44;1;0;84.44
5299;2707;20;1;5;55.17
5300;2708;2;1;0;19.02
5301;2708;31;2;10;121.75
5302;2708;7;2;0;70.04
5303;2708;83;1;0;191.61
5304;2709;7;1;20;28.02
5305;2709;63;1;5;86.54
5306;2709;36;1;0;48.55
5307;2709;48;1;5;31.09
5308;2710;35;1;15;29.32
5309;2711;86;1;5;14.25
5310;2711;72;1;0;134.56
5311;2712;46;1;0;163.24
5312;2712;44;1;0;84.44
5313;2713;37;2;0;49.98
5314;2713;60;1;15;80.71
5315;2713;13;1;0;33.04
5316;2713;24;2;5;417.2
5317;2714;9;3;0;61.92
5318;2714;45;2;10;281.3
5319;2714;8;1;0;15.0
5320;2715;79;2;0;242.72
5321;2715;83;2;10;344.9
5322;2716;17;1;5;28.52
5323;2717;57;1;0;36.53
5324;2718;37;2;0;49.98
5325;2719;107;2;0;155.04
5326;2720;36;2;0;97.1
5327;2721;21;1;5;33.91
5328;2722;119;1;0;94.67
5329;2722;91;1;0;26.21
5330;2723;60;1;10;85.45
5331;2724;8;2;0;30.0
5332;2724;78;2;0;116.08
5333;2725;82;3;0;56.43
5334;2726;43;1;0;110.19
5335;2727;84;2;5;48.77
5336;2727;4;1;5;31.16
5337;2727;31;2;0;135.28
5338;2727;38;2;10;100.22
5339;2727;36;1;10;43.7
5340;2728;43;1;0;110.19
5341;2728;16;3;10;100.82
5342;2728;60;2;0;189.9
5343;2729;105;1;15;54.01
5344;2730;99;2;5;51.58
5345;2730;118;1;0;42.91
5346;2731;12;1;0;47.45
5347;2731;2;2;0;38.04
5348;2732;108;1;5;52.2
5349;2732;93;1;0;15.0
5350;2733;8;1;10;13.5
5351;2734;72;1;0;134.56
5352;2735;86;1;5;14.25
5353;2735;25;1;5;31.91
5354;2735;78;1;15;49.33
5355;2735;20;1;0;58.07
5356;2736;86;2;0;30.0
5357;2736;76;1;0;36.72
5358;2737;52;1;0;25.88
5359;2737;59;3;0;59.7
5360;2737;88;1;0;45.63
5361;2738;119;1;0;94.67
5362;2739;113;1;15;53.86
5363;2739;88;1;0;45.63
5364;2740;102;1;5;22.36
5365;2740;24;2;0;439.16
5366;2741;32;1;0;50.66
5367;2742;22;3;5;53.32
5368;2742;61;1;0;61.23
5369;2743;56;1;0;23.85
5370;2743;54;3;0;91.14
5371;2743;51;1;0;153.28
5372;2744;71;2;5;42.29
5373;2744;50;1;20;39.01
5374;2745;115;3;15;54.6
5375;2746;80;1;20;33.65
5376;2746;47;1;0;16.67
5377;2747;70;1;10;200.63
5378;2747;30;1;0;15.0
5379;2747;90;1;5;46.21
5380;2748;107;2;0;155.04
5381;2749;71;1;0;22.26
5382;2749;104;3;0;45.0
5383;2749;1;1;0;21.32
5384;2749;12;2;0;94.9
5385;2749;100;1;0;90.89
5386;2750;105;2;5;120.73
5387;2751;23;1;0;57.15
5388;2751;11;1;0;106.71
5389;2752;45;1;15;132.84
5390;2753;52;1;5;24.59
5391;2753;116;1;0;98.05
5392;2754;60;1;0;94.95
5393;2755;40;1;0;15.0
5394;2756;10;1;5;62.39
5395;2757;115;1;0;21.41
5396;2757;92;1;0;146.56
5397;2758;85;1;0;41.5
5398;2758;94;2;15;165.34
5399;2759;27;1;0;77.95
5400;2760;23;1;0;57.15
5401;2760;34;1;5;20.26
5402;2761;112;1;0;15.0
5403;2762;22;3;5;53.32
5404;2762;68;1;0;160.88
5405;2763;15;1;0;24.29
5406;2764;23;1;0;57.15
5407;2764;41;1;0;22.53
5408;2765;79;1;0;121.36
5409;2766;87;1;10;24.01
5410;2767;4;1;0;32.8
5411;2767;58;1;0;140.81
5412;2768;101;1;0;21.1
5413;2769;30;1;0;15.0
5414;2769;4;1;10;29.52
5415;2770;11;1;0;106.71
5416;2770;64;1;0;15.0
5417;2770;116;2;0;196.1
5418;2770;21;1;0;35.69
5419;2771;12;2;0;94.9
5420;2772;4;1;5;31.16
5421;2773;9;1;5;19.61
5422;2774;86;1;0;15.0
5423;2774;51;2;0;306.56
5424;2775;12;2;10;85.41
5425;2775;21;1;0;35.69
5426;2776;11;1;5;101.37
5427;2776;32;1;0;50.66
5428;2777;102;1;0;23.54
5429;2778;52;1;0;25.88
5430;2779;10;3;0;197.01
5431;2780;1;1;20;17.06
5432;2781;85;1;10;37.35
5433;2782;89;1;0;20.76
5434;2782;24;1;10;197.62
5435;2783;80;1;5;39.96
5436;2783;78;1;15;49.33
5437;2783;113;1;0;63.36
5438;2783;25;2;0;67.18
5439;2784;92;1;0;146.56
5440;2785;32;1;0;50.66
5441;2785;75;2;10;70.0
5442;2786;54;1;10;27.34
5443;2786;85;1;0;41.5
5444;2786;59;3;10;53.73
5445;2787;8;1;0;15.0
5446;2787;110;1;10;74.84
5447;2788;26;1;5;36.33
5448;2789;72;2;0;269.12
5449;2789;54;1;0;30.38
5450;2789;24;1;0;219.58
5451;2790;120;1;0;42.15
5452;2790;19;1;5;59.01
5453;2790;11;1;5;101.37
5454;2791;69;1;10;19.09
5455;2791;92;2;0;293.12
5456;2792;117;1;10;62.98
5457;2793;76;1;0;36.72
5458;2794;117;1;0;69.98
5459;2795;1;1;0;21.32
5460;2796;29;1;5;14.25
5461;2796;110;2;15;141.36
5462;2796;36;1;20;38.84
5463;2797;10;1;0;65.67
5464;2798;62;1;5;34.11
5465;2799;82;1;0;18.81
5466;2799;10;1;5;62.39
5467;2799;118;1;0;42.91
5468;2799;35;2;5;65.53
5469;2799;81;1;5;17.23
5470;2800;102;2;5;44.73
5471;2800;9;1;0;20.64
5472;2800;67;1;0;23.19
5473;2801;14;2;0;386.86
5474;2802;98;3;0;216.27
5475;2802;7;2;5;66.54
5476;2802;24;1;20;175.66
5477;2802;117;2;20;111.97
5478;2803;11;1;5;101.37
5479;2804;98;1;10;64.88
5480;2804;49;2;0;187.1
5481;2805;11;1;0;106.71
5482;2806;32;2;15;86.12
5483;2806;91;1;20;20.97
5484;2807;77;1;5;14.25
5485;2808;97;2;5;28.5
5486;2809;62;1;5;34.11
5487;2810;3;1;5;76.74
5488;2811;69;1;10;19.09
5489;2811;14;2;0;386.86
5490;2812;112;1;5;14.25
5491;2812;18;1;5;42.16
5492;2812;68;1;5;152.84
5493;2813;118;1;0;42.91
5494;2813;51;2;10;275.9
5495;2814;18;1;10;39.94
5496;2815;36;1;0;48.55
5497;2816;44;1;0;84.44
5498;2817;106;1;15;29.38
5499;2818;63;1;5;86.54
5500;2818;113;1;5;60.19
5501;2818;111;1;0;43.1
5502;2818;33;1;15;35.04
5503;2819;109;1;0;15.0
5504;2819;82;1;0;18.81
5505;2819;7;1;0;35.02
5506;2820;55;1;10;13.5
5507;2820;42;1;0;18.28
5508;2820;113;2;20;101.38
5509;2821;44;1;0;84.44
5510;2821;35;1;10;31.04
5511;2822;95;1;15;41.57
5512;2823;87;1;0;26.68
5513;2823;78;1;0;58.04
5514;2823;112;1;5;14.25
5515;2823;62;1;0;35.91
5516;2823;49;1;0;93.55
5517;2824;68;1;0;160.88
5518;2825;78;1;5;55.14
5519;2825;115;1;0;21.41
5520;2825;107;3;0;232.56
5521;2825;25;1;15;28.55
5522;2826;30;2;0;30.0
5523;2826;8;1;5;14.25
5524;2826;65;1;5;46.62
5525;2827;118;1;0;42.91
5526;2827;26;1;0;38.24
5527;2828;93;3;15;38.25
5528;2829;44;1;0;84.44
5529;2829;98;1;5;68.49
5530;2829;59;1;0;19.9
5531;2830;26;2;5;72.66
5532;2830;46;1;0;163.24
5533;2831;7;1;5;33.27
5534;2832;27;1;0;77.95
5535;2832;47;3;0;50.01
5536;2832;87;1;10;24.01
5537;2833;102;1;0;23.54
5538;2834;39;1;0;36.63
5539;2834;40;1;15;12.75
5540;2834;105;3;20;152.5
5541;2835;90;2;15;82.69
5542;2836;42;2;15;31.08
5543;2837;47;1;0;16.67
5544;2837;65;1;0;49.07
5545;2837;80;1;0;42.06
5546;2838;106;1;20;27.65
5547;2838;92;2;0;293.12
5548;2839;91;1;0;26.21
5549;2840;33;2;0;82.44
5550;2841;39;2;20;58.61
5551;2842;64;2;10;27.0
5552;2843;6;1;5;62.58
5553;2844;55;2;20;24.0
5554;2844;63;2;5;173.07
5555;2844;19;2;5;118.03
5556;2845;92;2;0;293.12
5557;2845;5;1;10;34.32
5558;2846;2;1;5;18.07
5559;2846;96;2;5;306.34
5560;2847;45;1;0;156.28
5561;2848;97;1;0;15.0
5562;2848;52;2;20;41.41
5563;2848;63;1;0;91.09
5564;2849;60;1;0;94.95
5565;2850;75;2;20;62.22
5566;2851;82;1;5;17.87
5567;2852;29;1;0;15.0
5568;2852;27;1;15;66.26
5569;2852;76;3;0;110.16
5570;2852;43;1;5;104.68
5571;2853;116;1;5;93.15
5572;2853;73;1;10;13.5
5573;2854;74;2;5;90.72
5574;2854;97;3;5;42.75
5575;2855;81;1;5;17.23
5576;2856;11;1;0;106.71
5577;2856;55;3;0;45.0
5578;2857;50;1;0;48.76
5579;2858;88;1;10;41.07
5580;2859;20;1;0;58.07
5581;2860;59;1;5;18.9
5582;2861;39;2;10;65.93
5583;2862;28;2;0;71.46
5584;2863;27;1;0;77.95
5585;2863;96;1;0;161.23
5586;2863;102;1;0;23.54
5587;2863;42;2;0;36.56
5588;2863;17;1;20;24.02
5589;2864;43;1;0;110.19
5590;2864;65;1;0;49.07
5591;2865;13;3;0;99.12
5592;2865;84;1;0;25.67
5593;2866;51;1;15;130.29
5594;2867;109;1;0;15.0
5595;2868;92;1;5;139.23
5596;2868;23;3;0;171.45
5597;2869;96;1;0;161.23
5598;2870;43;1;5;104.68
5599;2870;54;1;10;27.34
5600;2870;58;2;0;281.62
5601;2870;107;1;0;77.52
5602;2871;51;1;10;137.95
5603;2871;43;1;0;110.19
5604;2871;20;1;0;58.07
5605;2872;22;1;5;17.77
5606;2872;117;1;0;69.98
5607;2873;93;1;10;13.5
5608;2874;18;1;10;39.94
5609;2875;73;2;15;25.5
5610;2875;86;3;5;42.75
5611;2876;96;1;10;145.11
5612;2876;105;1;10;57.19
5613;2877;69;1;0;21.21
5614;2877;109;1;15;12.75
5615;2877;56;1;15;20.27
5616;2877;44;2;5;160.44
5617;2878;27;1;5;74.05
5618;2879;50;2;5;92.64
5619;2879;104;1;0;15.0
5620;2879;2;1;0;19.02
5621;2880;64;1;15;12.75
5622;2880;69;1;5;20.15
5623;2881;71;3;0;66.78
5624;2881;13;2;5;62.78
5625;2882;3;1;0;80.78
5626;2883;54;1;0;30.38
5627;2884;42;2;10;32.9
5628;2884;63;2;5;173.07
5629;2885;77;1;0;15.0
5630;2885;32;1;5;48.13
5631;2886;69;1;0;21.21
5632;2886;64;1;10;13.5
5633;2887;43;1;5;104.68
5634;2887;28;1;10;32.16
5635;2887;13;1;0;33.04
5636;2888;67;1;10;20.87
5637;2888;7;2;0;70.04
5638;2889;4;1;5;31.16
5639;2890;33;2;0;82.44
5640;2890;51;1;0;153.28
5641;2890;57;1;0;36.53
5642;2890;118;1;10;38.62
5643;2891;74;1;15;40.59
5644;2892;2;1;0;19.02
5645;2893;81;1;0;18.14
5646;2894;111;1;0;43.1
5647;2894;96;1;0;161.23
5648;2895;76;1;10;33.05
5649;2895;5;1;5;36.22
5650;2895;94;1;5;92.4
5651;2896;107;2;0;155.04
5652;2896;22;3;15;47.71
5653;2897;28;1;10;32.16
5654;2898;84;1;0;25.67
5655;2898;25;1;0;33.59
5656;2899;105;1;0;63.54
5657;2899;58;1;0;140.81
5658;2899;91;2;0;52.42
5659;2900;29;2;0;30.0
5660;2901;52;1;5;24.59
5661;2901;108;3;10;148.37
5662;2901;58;2;5;267.54
5663;2902;57;1;0;36.53
5664;2903;108;1;0;54.95
5665;2904;22;1;5;17.77
5666;2904;35;1;0;34.49
5667;2904;98;2;0;144.18
5668;2905;34;1;5;20.26
5669;2905;90;1;0;48.64
5670;2906;39;1;20;29.3
5671;2906;87;1;5;25.35
5672;2906;104;1;15;12.75
5673;2906;106;1;0;34.56
5674;2906;67;1;0;23.19
5675;2907;115;1;0;21.41
5676;2908;64;1;5;14.25
5677;2908;5;2;10;68.63
5678;2908;84;1;20;20.54
5679;2909;29;1;0;15.0
5680;2909;34;2;0;42.66
5681;2909;56;3;0;71.55
5682;2910;89;1;0;20.76
5683;2911;18;1;0;44.38
5684;2911;36;1;15;41.27
5685;2911;99;1;0;27.15
5686;2911;42;1;20;14.62
5687;2912;103;3;20;71.74
5688;2912;22;1;15;15.9
5689;2913;99;1;5;25.79
5690;2913;21;2;0;71.38
5691;2914;115;3;5;61.02
5692;2915;72;2;10;242.21
5693;2916;118;1;0;42.91
5694;2916;16;1;0;37.34
5695;2916;102;2;5;44.73
5696;2917;111;3;0;129.3
5697;2917;98;1;5;68.49
5698;2918;36;1;0;48.55
5699;2919;11;1;0;106.71
5700;2919;34;1;0;21.33
5701;2919;99;2;0;54.3
5702;2919;1;1;0;21.32
5703;2920;75;1;0;38.89
5704;2920;105;2;0;127.08
5705;2920;97;1;5;14.25
5706;2920;70;1;0;222.92
5707;2920;49;1;0;93.55
5708;2921;50;3;0;146.28
5709;2921;38;1;0;55.68
5710;2922;47;1;0;16.67
5711;2923;86;1;0;15.0
5712;2923;28;1;5;33.94
5713;2923;51;1;0;153.28
5714;2923;27;1;0;77.95
5715;2924;114;1;5;49.14
5716;2925;11;1;0;106.71
5717;2926;88;3;0;136.89
5718;2926;5;3;0;114.39
5719;2926;30;1;10;13.5
5720;2927;10;1;0;65.67
5721;2928;20;1;10;52.26
5722;2928;21;1;0;35.69
5723;2928;115;1;0;21.41
5724;2928;74;1;5;45.36
5725;2929;50;2;0;97.52
5726;2930;26;2;5;72.66
5727;2930;66;2;5;111.4
5728;2931;54;1;0;30.38
5729;2931;50;1;15;41.45
5730;2931;81;2;0;36.28
5731;2931;63;1;0;91.09
5732;2931;70;2;15;378.96
5733;2932;96;1;10;145.11
5734;2933;22;1;0;18.71
5735;2933;79;1;5;115.29
5736;2934;57;1;0;36.53
5737;2935;11;1;10;96.04
5738;2935;33;1;5;39.16
5739;2936;38;2;0;111.36
5740;2936;97;1;10;13.5
5741;2937;24;1;20;175.66
5742;2937;7;1;0;35.02
5743;2937;66;1;0;58.63
5744;2938;6;2;10;118.57
5745;2939;77;2;0;30.0
5746;2939;9;1;10;18.58
5747;2939;30;1;0;15.0
5748;2940;101;1;20;16.88
5749;2940;31;1;10;60.88
5750;2940;72;3;20;322.94
5751;2941;77;1;0;15.0
5752;2942;29;3;0;45.0
5753;2943;17;1;0;30.02
5754;2944;120;2;5;80.08
5755;2944;86;1;0;15.0
5756;2944;66;1;5;55.7
5757;2945;62;1;0;35.91
5758;2945;33;1;5;39.16
5759;2946;2;1;0;19.02
5760;2946;4;1;15;27.88
5761;2946;26;1;15;32.5
5762;2947;38;2;5;105.79
5763;2948;8;2;10;27.0
5764;2949;1;1;0;21.32
5765;2950;69;1;5;20.15
5766;2951;52;1;0;25.88
5767;2952;118;1;5;40.76
5768;2953;52;1;0;25.88
5769;2954;32;1;15;43.06
5770;2955;80;2;0;84.12
5771;2956;67;1;20;18.55
5772;2957;38;1;0;55.68
5773;2957;91;1;5;24.9
5774;2957;111;2;0;86.2
5775;2958;58;1;10;126.73
5776;2958;110;3;0;249.45
5777;2958;60;3;0;284.85
5778;2959;44;1;0;84.44
5779;2959;74;2;5;90.72
5780;2959;62;2;0;71.82
5781;2959;58;1;0;140.81
5782;2959;30;2;0;30.0
5783;2960;3;1;5;76.74
5784;2960;38;3;0;167.04
5785;2960;104;1;0;15.0
5786;2961;115;1;0;21.41
5787;2961;88;1;10;41.07
5788;2961;65;1;0;49.07
5789;2962;30;1;10;13.5
5790;2962;53;1;0;70.97
5791;2963;120;2;15;71.66
5792;2964;19;2;5;118.03
5793;2965;66;1;0;58.63
5794;2965;47;3;5;47.51
5795;2965;117;1;0;69.98
5796;2966;72;1;0;134.56
5797;2966;100;1;0;90.89
5798;2967;68;1;5;152.84
5799;2968;107;1;10;69.77
5800;2968;33;1;0;41.22
5801;2968;71;1;5;21.15
5802;2969;111;3;0;129.3
5803;2970;75;1;0;38.89
5804;2970;53;1;0;70.97
5805;2971;34;1;10;19.2
5806;2971;76;1;15;31.21
5807;2971;92;1;10;131.9
5808;2972;81;2;0;36.28
5809;2973;90;1;5;46.21
5810;2973;86;2;15;25.5
5811;2973;94;2;0;194.52
5812;2974;102;1;0;23.54
5813;2974;56;1;0;23.85
5814;2975;29;1;0;15.0
5815;2976;38;1;15;47.33
5816;2977;100;3;0;272.67
5817;2978;14;1;5;183.76
5818;2978;57;1;0;36.53
5819;2979;93;1;0;15.0
5820;2980;53;3;0;212.91
5821;2980;60;2;0;189.9
5822;2980;51;1;0;153.28
5823;2980;18;3;0;133.14
5824;2981;54;1;0;30.38
5825;2982;115;1;5;20.34
5826;2982;66;1;0;58.63
5827;2983;45;2;0;312.56
5828;2983;5;1;0;38.13
5829;2983;85;1;15;35.27
5830;2984;8;1;0;15.0
5831;2984;105;1;0;63.54
5832;2984;92;1;0;146.56
5833;2985;89;1;5;19.72
5834;2985;111;1;0;43.1
5835;2986;86;1;15;12.75
5836;2986;2;1;20;15.22
5837;2987;100;2;10;163.6
5838;2988;48;1;0;32.73
5839;2989;64;1;20;12.0
5840;2989;2;1;0;19.02
5841;2990;17;2;0;60.04
5842;2991;56;1;15;20.27
5843;2991;84;1;5;24.39
5844;2992;24;1;0;219.58
5845;2993;58;1;5;133.77
5846;2993;89;1;0;20.76
5847;2993;47;1;0;16.67
5848;2994;33;1;5;39.16
5849;2994;104;1;5;14.25
5850;2994;112;1;5;14.25
5851;2995;49;1;0;93.55
5852;2996;17;2;15;51.03
5853;2996;109;2;0;30.0
5854;2996;87;1;0;26.68
5855;2997;93;1;5;14.25
5856;2998;85;1;10;37.35
5857;2998;33;1;5;39.16
5858;2998;32;2;5;96.25
5859;2999;63;2;0;182.18
5860;2999;97;1;0;15.0
5861;3000;43;2;0;220.38
5862;3000;110;1;0;83.15
5863;3000;84;1;0;25.67
5864;3001;89;1;0;20.76
5865;3001;93;3;0;45.0
5866;3001;115;3;0;64.23
5867;3002;24;3;10;592.87
5868;3003;3;2;20;129.25
5869;3004;100;1;0;90.89
5870;3004;34;1;5;20.26
5871;3004;19;1;10;55.91
5872;3005;66;2;10;105.53
5873;3006;50;1;0;48.76
5874;3006;1;1;5;20.25
5875;3006;111;1;0;43.1
5876;3007;98;1;10;64.88
5877;3007;54;2;5;57.72
5878;3007;51;1;0;153.28
5879;3008;73;1;0;15.0
5880;3008;87;1;0;26.68
5881;3008;97;1;15;12.75
5882;3008;51;1;5;145.62
5883;3009;19;3;15;158.41
5884;3010;24;1;15;186.64
5885;3011;63;1;0;91.09
5886;3011;33;1;5;39.16
5887;3011;42;2;0;36.56
5888;3012;119;2;5;179.87
5889;3012;36;1;0;48.55
5890;3013;50;1;5;46.32
5891;3014;59;1;0;19.9
5892;3015;30;1;0;15.0
5893;3015;116;1;5;93.15
5894;3016;72;1;20;107.65
5895;3016;106;1;20;27.65
5896;3017;64;3;0;45.0
5897;3017;11;1;0;106.71
5898;3017;87;2;0;53.36
5899;3018;86;1;15;12.75
5900;3018;28;1;5;33.94
5901;3018;36;1;0;48.55
5902;3019;108;1;20;43.96
5903;3019;85;2;5;78.85
5904;3020;62;1;0;35.91
5905;3021;71;1;0;22.26
5906;3022;70;1;5;211.77
5907;3023;120;1;5;40.04
5908;3023;37;3;0;74.97
5909;3023;19;1;0;62.12
5910;3023;18;2;0;88.76
5911;3024;7;3;5;99.81
5912;3024;22;1;15;15.9
5913;3025;5;1;0;38.13
5914;3026;70;1;0;222.92
5915;3026;107;2;0;155.04
5916;3027;89;1;5;19.72
5917;3027;114;1;0;51.73
5918;3028;90;3;10;131.33
5919;3029;7;3;15;89.3
5920;3029;20;1;0;58.07
5921;3030;53;1;5;67.42
5922;3030;96;1;20;128.98
5923;3030;57;1;10;32.88
5924;3030;83;1;0;191.61
5925;3031;100;1;10;81.8
5926;3031;82;1;20;15.05
5927;3032;81;1;5;17.23
5928;3033;18;1;0;44.38
5929;3033;52;2;0;51.76
5930;3034;64;1;0;15.0
5931;3034;87;1;5;25.35
5932;3035;3;1;5;76.74
5933;3035;101;1;10;18.99
5934;3036;63;1;0;91.09
5935;3037;51;1;5;145.62
5936;3037;57;1;10;32.88
5937;3038;66;1;0;58.63
5938;3038;89;1;10;18.68
5939;3038;62;2;0;71.82
5940;3038;116;3;5;279.44
5941;3039;105;1;0;63.54
5942;3039;67;3;0;69.57
5943;3040;28;2;0;71.46
5944;3041;87;1;0;26.68
5945;3041;58;1;15;119.69
5946;3042;110;1;0;83.15
5947;3043;12;1;0;47.45
5948;3044;4;1;5;31.16
5949;3044;101;1;0;21.1
5950;3044;53;2;20;113.55
5951;3045;86;1;10;13.5
5952;3045;35;2;5;65.53
5953;3046;65;1;0;49.07
5954;3047;120;3;15;107.48
5955;3048;95;2;0;97.82
5956;3049;8;1;0;15.0
5957;3050;35;1;20;27.59
5958;3050;93;1;5;14.25
5959;3050;54;1;5;28.86
5960;3051;14;1;20;154.74
5961;3051;99;1;0;27.15
5962;3051;74;1;0;47.75
5963;3051;51;2;0;306.56
5964;3052;52;1;0;25.88
5965;3052;28;1;15;30.37
5966;3052;3;2;0;161.56
5967;3052;8;1;0;15.0
5968;3053;92;1;15;124.58
5969;3053;109;1;0;15.0
5970;3053;83;1;10;172.45
5971;3053;8;2;0;30.0
5972;3053;112;3;5;42.75
5973;3054;21;1;5;33.91
5974;3055;59;1;0;19.9
5975;3056;12;3;5;135.23
5976;3057;38;1;0;55.68
5977;3058;28;1;0;35.73
5978;3058;100;3;0;272.67
5979;3059;32;1;0;50.66
5980;3060;95;3;0;146.73
5981;3060;78;1;5;55.14
5982;3061;56;1;15;20.27
5983;3062;114;1;0;51.73
5984;3063;1;2;0;42.64
5985;3064;19;1;0;62.12
5986;3065;116;1;0;98.05
5987;3066;64;1;0;15.0
5988;3066;35;1;5;32.77
5989;3066;53;2;0;141.94
5990;3067;7;1;15;29.77
5991;3067;68;1;0;160.88
5992;3068;15;1;0;24.29
5993;3069;106;1;20;27.65
5994;3069;54;1;0;30.38
5995;3069;63;1;0;91.09
5996;3069;77;2;5;28.5
5997;3070;50;1;15;41.45
5998;3070;98;1;10;64.88
5999;3071;74;1;10;42.98
6000;3071;115;1;15;18.2
6001;3071;111;1;0;43.1
6002;3071;19;2;0;124.24
6003;3072;32;3;0;151.98
6004;3072;37;3;0;74.97
6005;3073;97;1;0;15.0
6006;3073;54;2;5;57.72
6007;3074;31;1;5;64.26
6008;3074;53;2;15;120.65
6009;3075;93;1;0;15.0
6010;3076;104;1;5;14.25
6011;3076;39;1;15;31.14
6012;3077;69;3;0;63.63
6013;3077;33;2;5;78.32
6014;3078;62;1;0;35.91
6015;3079;36;1;0;48.55
6016;3080;71;2;10;40.07
6017;3081;29;1;10;13.5
6018;3081;17;1;10;27.02
6019;3082;15;1;0;24.29
6020;3083;29;1;15;12.75
6021;3084;18;1;0;44.38
6022;3084;25;2;0;67.18
6023;3085;25;1;15;28.55
6024;3085;113;1;15;53.86
6025;3085;92;1;0;146.56
6026;3086;52;2;0;51.76
6027;3087;71;2;10;40.07
6028;3087;19;3;0;186.36
6029;3088;75;2;5;73.89
6030;3088;83;2;10;344.9
6031;3089;104;2;20;24.0
6032;3089;42;2;10;32.9
6033;3090;91;1;0;26.21
6034;3091;30;1;5;14.25
6035;3092;50;1;0;48.76
6036;3093;59;1;0;19.9
6037;3094;12;1;5;45.08
6038;3095;65;1;0;49.07
6039;3095;39;1;0;36.63
6040;3096;81;1;0;18.14
6041;3097;90;1;10;43.78
6042;3097;4;2;0;65.6
6043;3098;50;1;5;46.32
6044;3099;29;2;10;27.0
6045;3099;58;1;20;112.65
6046;3099;73;1;0;15.0
6047;3099;113;1;0;63.36
6048;3100;5;2;0;76.26
6049;3101;27;3;0;233.85
6050;3101;111;1;0;43.1
6051;3101;55;1;0;15.0
6052;3101;100;1;0;90.89
6053;3102;46;1;0;163.24
6054;3103;96;2;5;306.34
6055;3104;23;1;10;51.44
6056;3105;81;1;0;18.14
6057;3106;97;2;5;28.5
6058;3106;47;1;0;16.67
6059;3107;102;1;15;20.01
6060;3108;86;1;10;13.5
6061;3109;56;1;5;22.66
6062;3110;6;2;0;131.74
6063;3111;81;1;0;18.14
6064;3112;78;2;5;110.28
6065;3113;106;1;10;31.1
6066;3113;65;1;5;46.62
6067;3113;6;1;0;65.87
6068;3113;118;2;0;85.82
6069;3114;94;1;0;97.26
6070;3115;83;1;10;172.45
6071;3116;5;1;0;38.13
6072;3116;99;1;5;25.79
6073;3117;93;2;10;27.0
6074;3117;71;1;5;21.15
6075;3117;112;2;0;30.0
6076;3118;75;1;0;38.89
6077;3119;51;3;20;367.87
6078;3120;70;1;5;211.77
6079;3120;38;1;0;55.68
6080;3120;49;1;0;93.55
6081;3121;15;1;0;24.29
6082;3122;23;2;10;102.87
6083;3122;99;3;5;77.38
6084;3123;5;1;5;36.22
6085;3124;84;1;0;25.67
6086;3124;29;3;0;45.0
6087;3124;12;1;0;47.45
6088;3124;98;3;0;216.27
6089;3125;109;1;10;13.5
6090;3126;65;1;5;46.62
6091;3126;95;2;5;92.93
6092;3127;103;2;15;50.81
6093;3127;114;2;5;98.29
6094;3127;15;1;0;24.29
6095;3128;25;1;0;33.59
6096;3128;57;1;0;36.53
6097;3129;37;1;0;24.99
6098;3129;85;2;15;70.55
6099;3129;87;1;0;26.68
6100;3130;44;1;5;80.22
6101;3131;33;3;10;111.29
6102;3132;120;1;20;33.72
6103;3133;116;1;5;93.15
6104;3134;2;1;0;19.02
6105;3135;85;1;0;41.5
6106;3135;80;1;10;37.85
6107;3136;53;1;0;70.97
6108;3137;65;2;10;88.33
6109;3138;91;1;0;26.21
6110;3139;10;1;0;65.67
6111;3140;114;1;0;51.73
6112;3140;52;2;20;41.41
6113;3141;57;1;0;36.53
6114;3142;100;2;0;181.78
6115;3142;27;1;0;77.95
6116;3143;14;1;10;174.09
6117;3144;70;2;0;445.84
6118;3145;65;2;5;93.23
6119;3145;68;1;15;136.75
6120;3146;115;1;0;21.41
6121;3146;31;1;0;67.64
6122;3146;73;1;0;15.0
6123;3146;62;2;0;71.82
6124;3147;92;1;0;146.56
6125;3148;19;1;20;49.7
6126;3149;14;3;0;580.29
6127;3149;82;3;0;56.43
6128;3149;101;1;15;17.94
6129;3149;71;2;0;44.52
6130;3150;42;2;10;32.9
6131;3151;79;2;0;242.72
6132;3152;55;1;0;15.0
6133;3152;68;3;0;482.64
6134;3152;51;1;10;137.95
6135;3153;29;1;0;15.0
6136;3154;3;1;0;80.78
6137;3155;95;1;10;44.02
6138;3155;86;1;5;14.25
6139;3155;51;3;15;390.86
6140;3156;67;1;10;20.87
6141;3157;114;3;0;155.19
6142;3157;43;2;0;220.38
6143;3158;33;1;5;39.16
6144;3158;5;1;5;36.22
6145;3158;15;3;15;61.94
6146;3159;52;1;5;24.59
6147;3159;101;1;0;21.1
6148;3160;35;1;0;34.49
6149;3160;97;1;0;15.0
6150;3160;55;1;0;15.0
6151;3161;44;1;0;84.44
6152;3161;70;1;5;211.77
6153;3161;32;1;20;40.53
6154;3162;13;1;0;33.04
6155;3162;81;1;5;17.23
6156;3162;113;1;0;63.36
6157;3163;54;1;0;30.38
6158;3164;118;1;0;42.91
6159;3164;27;3;0;233.85
6160;3165;50;1;0;48.76
6161;3166;116;1;0;98.05
6162;3167;102;1;0;23.54
6163;3168;82;1;5;17.87
